strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCF_900501365.1	Klebsiella pneumoniae	strong	121	177738	450078	5671879	no	-	ST258	1	3	9	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v2^;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-129?-81%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501375.1	Klebsiella pneumoniae	strong	142	203870	674612	5710317	no	-	ST258	1	2	8	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	SHV-11.v1	35Q	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501385.1	Klebsiella pneumoniae	strong	408	165789	449873	5792509	no	-	ST258	1	3	9	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-11.v1?-81%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501395.1	Klebsiella pneumoniae	strong	136	211378	804554	5725908	no	-	ST258	1	3	9	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-11.v1?-81%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501405.1	Klebsiella pneumoniae	strong	487	143713	433712	5769408	no	-	ST1916	0	0	2	2	-	0	-	0	-	0	-	0	-	0	-	wzi27	KL27	none	Very high	99.96%		O1v1	none	Very high	98.54%		aac(6')-Ib'.v1	-	-	qnrS1	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	dfrA14.v1*?-0%	ST1916	4	77	13	3	4	27	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501415.1	Klebsiella pneumoniae	strong	51	377046	1001591	5355381	no	-	ST36	1	0	0	0	ybt 15; ICEKp11	230-2LV	-	0	-	0	-	0	-	0	-	wzi27	KL27	none	Very high	99.99%		O2v2	none	Very high	98.44%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST36	2	1	2	1	7	1	7	6	15	22	4	1	37*	44	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501425.1	Klebsiella pneumoniae	strong	50	384907	1132074	5413260	no	-	ST882	1	0	4	5	ybt 10; ICEKp4	87	-	0	-	0	-	0	-	0	-	wzi249	KL16	none	Very high	99.37%		O1v1	none	Very high	98.20%		-	-	-	-	-	-	-	-	sul1;sul2	tet(D)	-	dfrA5^	TEM-1D.v1^	-	-	-	-	SHV-101*	-	-	-	-	-	-	ST882	2	1	1	37	1	27	19	3	12	4	3	3	100	101	3	30	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501435.1	Klebsiella pneumoniae	strong	76	439521	1004501	5611112	no	-	ST14	1	0	3	3	ybt 10; ICEKp4	107-1LV	-	0	-	0	-	0	-	0	-	wzi16	KL16	?-	Good	99.40%	KL16_14_fcl	O1v1	none	Very high	98.55%		aadA1.v1^	-	-	-	-	-	-	-	sul1	-	-	dfrA1.v2	-	-	-	-	-	SHV-100	-	-	-	-	-	-	ST14	1	6	1	1	1	1	1	3	3	4	3	3	7	7*	3	3	3	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501445.1	Klebsiella pneumoniae	strong	142	186692	617902	5727451	no	-	ST258	1	3	9	9	ybt 13; ICEKp2	299-1LV	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-12	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-129?-81%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126*	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501465.1	Klebsiella pneumoniae	strong	53	369434	1039610	5342679	no	-	ST1630	1	0	0	0	ybt 16; ICEKp12	280	-	0	-	0	-	0	-	0	-	wzi262	KL21	none	Very high	99.99%		O3b	none	Very high	99.19%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST1630	2	94	5	1	1	1	4	6	15	5	4	11	125	129	2	11	51	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501475.1	Klebsiella pneumoniae	strong	46	367972	728490	5385304	no	-	ST37	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.78%		O4	?-	None	99.74%	"O4_03_hypothetical,O4_04_wzt,O4_05_wzm,O4_06_glycosyltransferase"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	fosA7*?-0%	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501485.1	Klebsiella pneumoniae	strong	308	233899	471245	5877980	no	-	ST45	1	0	1	1	ybt 10; ICEKp4	78-2LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		-	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501495.1	Klebsiella pneumoniae	strong	85	229277	521404	5534239	no	-	ST45	1	0	0	0	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.00%		O2v1	none	Very high	98.76%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501505.1	Klebsiella pneumoniae	strong	68	359640	1259610	5645530	no	-	ST111	1	0	0	0	ybt 14; ICEKp5	147-1LV	-	0	-	0	-	0	-	0	-	wzi63	KL63	none	Very high	99.36%		O1v2	none	Very high	99.29%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST111	2	1	5	1	17	4	42	4	4	5	4	1	69	191	2	4	4	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501525.1	Klebsiella pneumoniae	strong	256	177738	804403	5718669	no	-	ST258	0	3	9	9	-	0	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v1*;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-129?-81%	-	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501535.1	Klebsiella pneumoniae	strong	119	274166	971624	5556390	no	-	ST35	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi37	KL22	none	Very high	99.49%		O1v1	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501545.1	Klebsiella pneumoniae	strong	72	321822	497658	5606689	no	-	ST11	1	2	4	3	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	?-	Good	99.99%	KL24_08_wcuC	O2v1	none	Very high	98.52%		aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	dfrA14.v1^	-	-	-	-	NDM-1	SHV-11.v1	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501555.1	Klebsiella pneumoniae	strong	145	160678	804253	5669997	no	-	ST258	0	3	9	9	-	0	-	0	-	0	-	0	-	0	-	wzi29	KL106	?	Good	99.98%		O2v2	none	Very high	98.48%		aac(6')-Ib'.v1*;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-129?-81%	-	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501575.1	Klebsiella pneumoniae	strong	96	293063	803184	5578719	no	-	ST11	1	2	7	7	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	?	Good	99.99%		O2v1	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib'.v1	-	-	-	-	mphA	CatB4.v1?	-	-	tet(A).v1	-	-	OXA-1	-	-	-	NDM-1	SHV-11.v1	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501595.1	Klebsiella pneumoniae	strong	67	492458	863452	5754277	no	-	ST323	0	0	6	8	-	0	-	0	-	0	-	0	-	0	-	wzi262	KL21	none	Perfect	100.00%		O3b	none	Very high	99.19%		aadA16*;aadA^	-	-	qnrB4	-	-	-	arr-3	sul1;sul1	-	-	dfrA27	DHA-1	-	-	-	-	SHV-1^	-	-	-	-	fosA7*-15%	-	ST323	2	1	1	1	9	1	93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501635.1	Klebsiella pneumoniae	strong	76	319133	588966	5544326	no	-	ST39	1	0	0	0	ybt 14; ICEKp5	151-1LV	-	0	-	0	-	0	-	0	-	wzi83	KL23	none	Very high	99.92%		O1v2	none	Very high	98.48%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST39	2	1	2	4	9	1	14	4	4	5	4	1	69	62	2	4	4	20*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501665.1	Klebsiella pneumoniae	strong	95	427486	1257707	5765336	no	-	ST17	1	0	8	13	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.17%	KL25_09_wfeD	O5	*	High	94.20%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA5	-	-	qnrB1.v2^	-	mphA	CatB4.v1;catA1^	-	sul1	tet(A).v1;tet(B).v2*	-	dfrA14.v1^;dfrA17	OXA-1	-	-	-	-	SHV-11.v1^	35Q	OmpK36-21%	-	-	ant(3'')-IIa?-0%	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501675.1	Klebsiella pneumoniae	strong	158	346276	709415	5631122	no	-	ST29	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi85	KL30	-+*	Good	96.55%	KL30_15_wcuG	O1v2	none	Very high	99.37%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187	-	-	-	-	-	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501705.1	Klebsiella pneumoniae	strong	304	122142	464768	5638314	no	-	ST308	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi88	KL157	?	Good	99.84%		O1/O2v1	none	Very high	98.41%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST308	10	1	2	20	9	4	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501715.1	Klebsiella pneumoniae	strong	76	324819	566555	5391736	no	-	ST29	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi115	KL54	none	Very high	99.94%		O1v2	none	Very high	99.15%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187	-	-	-	-	-	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501765.1	Klebsiella pneumoniae	strong	144	121307	591934	5345465	no	-	ST1454	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	-	KL25	?-	Good	99.84%	KL25_09_wfeD	O2v2	?-	Good	99.38%	"O1/O2v2_02_wzt,O1/O2v2_06_wbbO,O1/O2v2_09_gmlB"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26	-	-	-	GyrA-87G	-	-	ST1454	2	3	6	1	9	7	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501795.1	Klebsiella pneumoniae	strong	99	263692	647298	5547647	no	-	ST45	1	2	5	9	ybt 10; ICEKp4	78	-	0	-	0	-	0	-	0	-	wzi101	KL24	-	High	99.00%	KL24_02_cpsACP	O2v1	none	Very high	98.75%		aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	SHV-1	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501805.1	Klebsiella pneumoniae	strong	79	339785	669224	5388472	no	-	ST29	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi115	KL54	none	Very high	99.94%		O1v2	none	Very high	99.15%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187	-	-	-	-	-	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501835.1	Klebsiella pneumoniae	strong	78	371600	760640	5616414	no	-	ST14	1	0	3	3	ybt 10; ICEKp4	107-1LV	-	0	-	0	-	0	-	0	-	wzi16	KL16	none	Very high	99.41%		O1v1	none	Very high	98.55%		aadA1.v1^	-	-	-	-	-	-	-	sul1	-	-	dfrA1.v2	-	-	-	-	-	SHV-100	-	-	-	-	-	-	ST14	1	6	1	1	1	1	1	3	3	4	3	3	7	7*	3	3	3	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501845.1	Klebsiella pneumoniae	strong	45	556415	1511549	5353760	no	-	ST1997	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi84	KL28	none	Very high	99.39%		O2v1	none	Very high	98.86%		-	-	-	qnrB19^	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	OmpK35-59%	-	GyrA-83I;ParC-80I	-	-	ST1997	3	3	95	1	16	1	321	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501905.1	Klebsiella pneumoniae	strong	295	155947	362270	5507011	no	-	ST1486	0	2	2	2	-	0	-	0	-	0	-	0	-	0	-	wzi281	KL38	none	Very high	99.69%		O3b	none	Very high	99.14%		-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	SHV-1^	-	-	-	-	OXA-9.v1*-42%	-	ST1486	2	1	2	1	7	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501925.1	Klebsiella pneumoniae	strong	105	355570	934262	5568315	no	-	ST231	1	2	6	11	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi104	KL51	-	High	99.41%	KL51_14_wcoZ	O1v2	none	Very high	98.44%		aac(6')-Ib'.v1*;aadA^;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul1;sul2	-	-	dfrA1.v2;dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	SHV-1^	-	-	-	GyrA-83I;ParC-80I	-	-	ST231	2	6	1	3	26	1	77	5	11	6	5	1	25	37*	9	5	5*	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501935.1	Klebsiella pneumoniae	strong	96	361348	875004	5552506	no	-	ST104	1	2	5	6	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi102	KL31	?-	Good	99.09%	KL31_12_wcaJ	O3b	?	Good	99.74%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	TEM-1D.v1^	-	-	-	KPC-3	SHV-71	146V	-	-	-	-	-	ST104	2	3	1	1	2	1	43	5	11	6	5	1	25*	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501945.1	Klebsiella pneumoniae	strong	104	182612	737209	5629935	no	-	ST45	1	2	6	12	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v1^	OXA-1;OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	SHV-1	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18*	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501975.1	Klebsiella pneumoniae	strong	84	344259	703900	5665005	no	-	ST17	1	0	0	0	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	-	High	99.16%	KL25_09_wfeD	O5	*	High	94.21%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900501995.1	Klebsiella pneumoniae	strong	75	203424	488171	5440051	no	-	ST45	1	0	1	1	ybt 10; ICEKp4	78	-	0	-	0	-	0	-	0	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.76%		-	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502005.1	Klebsiella pneumoniae	strong	45	349865	1188277	5244082	no	-	ST2428	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi26	KL46	?-+*	Good	98.83%	KL46_18_manC	O3b	?-	Good	99.15%	O3b_01_manC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-41	-	-	-	-	-	-	ST2428	2	9	1	1	1	1	129	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502035.1	Klebsiella pneumoniae	strong	83	212230	467266	5400650	no	-	ST277	0	0	2	3	-	0	-	0	-	0	-	0	-	0	-	wzi97	KL46	*	Very high	99.65%		O3b	?-	Good	99.31%	O3b_06_wbdA	strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	SHV-27^	156D	-	-	-	-	-	ST277	3	1	1	1	1	1	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502045.1	Klebsiella pneumoniae	strong	100	342145	1096170	5607856	no	-	ST323	0	2	5	9	-	0	-	0	-	0	-	0	-	0	-	wzi262	KL21	none	Very high	100.00%		O3b	none	Very high	99.19%		aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	OXA-9.v1;TEM-1D.v1^	-	-	-	KPC-3	SHV-1^	-	-	-	-	fosA7*-15%	-	ST323	2	1	1	1	9	1	93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502055.1	Klebsiella pneumoniae	strong	51	355873	1041447	5438276	no	-	ST24	1	0	0	0	ybt 4; plasmid	36-1LV	-	0	-	0	-	0	-	0	-	wzi119	KL25	-	High	98.41%	KL25_09_wfeD	O1v1	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST24	2	1	1	1	3	4	2	18	20	27	18	13	97	71	30	8	26	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502085.1	Klebsiella pneumoniae	strong	93	319127	532433	5455129	no	-	ST39	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi83	KL23	none	Very high	99.92%		O1v2	none	Very high	98.49%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST39	2	1	2	4	9	1	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502095.1	Klebsiella pneumoniae	strong	77	301635	1311846	5504803	no	-	ST29	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi115	KL54	none	Very high	99.94%		O1v2	none	Very high	99.13%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187	-	-	-	-	-	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900502115.1	Klebsiella pneumoniae	strong	87	224392	399214	5444883	no	-	ST2599	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi27	KL27	none	Very high	99.98%		O2v2	none	Very high	98.44%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST2599	2	1	2	1	7	152	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
